Date,Product_ID,Product_Name,Category,Quantity_Sold,Wholesale_Price,Retail_Price,Revenue,Profit
18-07-2023,3,Denim jacket,Outerwear,11,700,749,8239,539
18-07-2023,4,Tuxedo, Suits,14,560,669,9366,1526
18-07-2023,5,V-neck -Sweaters,Sweaters,21,420,489,10269,1449
18-07-2023,6,Graphic T-shirt,T-shirts,17,150,199,3383,833
18-07-2023,7,Running jacket,Activewear,15,420,499,7485,1185
18-07-2023,8,Belt,Accessories,17,110,159,2703,833
18-07-2023,9,Watch,Accessories,27,380,419,11313,1053
18-07-2023,10,Sneakers,Footwear,12,350,449,5388,1188
19-07-2023,1,Polo shirt,Shirts,21,300,399,8379,2079
19-07-2023,2,Jeans,Pants,12,600,699,8388,1188
19-07-2023,3,Denim jacket,Outerwear,15,700,749,11235,735
19-07-2023,4,Tuxedo, Suits,11,560,669,7359,1199
19-07-2023,5,V-neck -Sweaters,Sweaters,21,420,489,10269,1449
19-07-2023,6,Graphic T-shirt,T-shirts,11,150,199,2189,539
19-07-2023,7,Running jacket,Activewear,15,420,499,7485,1185
19-07-2023,8,Belt,Accessories,26,110,159,4134,1274
19-07-2023,9,Watch,Accessories,12,380,419,5028,468
19-07-2023,10,Sneakers,Footwear,11,350,449,4939,1089
20-07-2023,1,Polo shirt,Shirts,29,300,399,11571,2871
20-07-2023,2,Jeans,Pants,17,600,699,11883,1683
20-07-2023,3,Denim jacket,Outerwear,21,700,749,15729,1029
20-07-2023,4,Tuxedo, Suits,13,560,669,8697,1417
20-07-2023,5,V-neck -Sweaters,Sweaters,14,420,489,6846,966
20-07-2023,6,Graphic T-shirt,T-shirts,22,150,199,4378,1078
20-07-2023,7,Running jacket,Activewear,24,420,499,11976,1896
20-07-2023,8,Belt,Accessories,25,110,159,3975,1225
20-07-2023,9,Watch,Accessories,19,380,419,7961,741
20-07-2023,10,Sneakers,Footwear,25,350,449,11225,2475
21-07-2023,1,Polo shirt,Shirts,21,300,399,8379,2079
21-07-2023,2,Jeans,Pants,26,600,699,18174,2574
21-07-2023,3,Denim jacket,Outerwear,25,700,749,18725,1225
21-07-2023,4,Tuxedo, Suits,21,560,669,14049,2289
21-07-2023,5,V-neck -Sweaters,Sweaters,17,420,489,8313,1173
21-07-2023,6,Graphic T-shirt,T-shirts,29,150,199,5771,1421
21-07-2023,7,Running jacket,Activewear,12,420,499,5988,948
21-07-2023,8,Belt,Accessories,25,110,159,3975,1225
21-07-2023,9,Watch,Accessories,22,380,419,9218,858
21-07-2023,10,Sneakers,Footwear,28,350,449,12572,2772
22-07-2023,1,Polo shirt,Shirts,17,300,399,6783,1683
22-07-2023,2,Jeans,Pants,14,600,699,9786,1386
22-07-2023,3,Denim jacket,Outerwear,29,700,749,21721,1421
22-07-2023,4,Tuxedo, Suits,17,560,669,11373,1853
22-07-2023,5,V-neck -Sweaters,Sweaters,21,420,489,10269,1449
22-07-2023,6,Graphic T-shirt,T-shirts,10,150,199,1990,490
22-07-2023,7,Running jacket,Activewear,29,420,499,14471,2291
22-07-2023,8,Belt,Accessories,15,110,159,2385,735
22-07-2023,9,Watch,Accessories,27,380,419,11313,1053
22-07-2023,10,Sneakers,Footwear,17,350,449,7633,1683
23-07-2023,1,Polo shirt,Shirts,16,300,399,6384,1584
23-07-2023,2,Jeans,Pants,10,600,699,6990,990
23-07-2023,3,Denim jacket,Outerwear,25,700,749,18725,1225
23-07-2023,4,Tuxedo, Suits,21,560,669,14049,2289
23-07-2023,5,V-neck -Sweaters,Sweaters,15,420,489,7335,1035
23-07-2023,6,Graphic T-shirt,T-shirts,29,150,199,5771,1421
23-07-2023,7,Running jacket,Activewear,11,420,499,5489,869
23-07-2023,8,Belt,Accessories,23,110,159,3657,1127
23-07-2023,9,Watch,Accessories,13,380,419,5447,507
23-07-2023,10,Sneakers,Footwear,10,350,449,4490,990
24-07-2023,1,Polo shirt,Shirts,27,300,399,10773,2673
24-07-2023,2,Jeans,Pants,22,600,699,15378,2178
24-07-2023,3,Denim jacket,Outerwear,11,700,749,8239,539
24-07-2023,4,Tuxedo, Suits,18,560,669,12042,1962
24-07-2023,5,V-neck -Sweaters,Sweaters,11,420,489,5379,759
24-07-2023,6,Graphic T-shirt,T-shirts,18,150,199,3582,882
24-07-2023,7,Running jacket,Activewear,10,420,499,4990,790
24-07-2023,8,Belt,Accessories,20,110,159,3180,980
24-07-2023,9,Watch,Accessories,12,380,419,5028,468
24-07-2023,10,Sneakers,Footwear,29,350,449,13021,2871
25-07-2023,1,Polo shirt,Shirts,13,300,399,5187,1287
25-07-2023,2,Jeans,Pants,27,600,699,18873,2673
25-07-2023,3,Denim jacket,Outerwear,15,700,749,11235,735
25-07-2023,4,Tuxedo, Suits,12,560,669,8028,1308
25-07-2023,5,V-neck -Sweaters,Sweaters,20,420,489,9780,1380
25-07-2023,6,Graphic T-shirt,T-shirts,24,150,199,4776,1176
25-07-2023,7,Running jacket,Activewear,14,420,499,6986,1106
25-07-2023,8,Belt,Accessories,29,110,159,4611,1421
25-07-2023,9,Watch,Accessories,19,380,419,7961,741
25-07-2023,10,Sneakers,Footwear,21,350,449,9429,2079
26-07-2023,1,Polo shirt,Shirts,24,300,399,9576,2376
26-07-2023,2,Jeans,Pants,26,600,699,18174,2574
26-07-2023,3,Denim jacket,Outerwear,19,700,749,14231,931
26-07-2023,4,Tuxedo, Suits,15,560,669,10035,1635
26-07-2023,5,V-neck -Sweaters,Sweaters,27,420,489,13203,1863
26-07-2023,6,Graphic T-shirt,T-shirts,22,150,199,4378,1078
26-07-2023,7,Running jacket,Activewear,12,420,499,5988,948
26-07-2023,8,Belt,Accessories,19,110,159,3021,931
26-07-2023,9,Watch,Accessories,23,380,419,9637,897
26-07-2023,10,Sneakers,Footwear,15,350,449,6735,1485
27-07-2023,1,Polo shirt,Shirts,12,300,399,4788,1188
27-07-2023,2,Jeans,Pants,25,600,699,17475,2475
27-07-2023,3,Denim jacket,Outerwear,16,700,749,11984,784
27-07-2023,4,Tuxedo, Suits,29,560,669,19401,3161
27-07-2023,5,V-neck -Sweaters,Sweaters,23,420,489,11247,1587
27-07-2023,6,Graphic T-shirt,T-shirts,18,150,199,3582,882
27-07-2023,7,Running jacket,Activewear,24,420,499,11976,1896
27-07-2023,8,Belt,Accessories,12,110,159,1908,588
27-07-2023,9,Watch,Accessories,11,380,419,4609,429
27-07-2023,10,Sneakers,Footwear,11,350,449,4939,1089
28-07-2023,1,Polo shirt,Shirts,12,300,399,4788,1188
28-07-2023,2,Jeans,Pants,27,600,699,18873,2673
28-07-2023,3,Denim jacket,Outerwear,23,700,749,17227,1127
28-07-2023,4,Tuxedo, Suits,29,560,669,19401,3161
28-07-2023,5,V-neck -Sweaters,Sweaters,27,420,489,13203,1863
28-07-2023,6,Graphic T-shirt,T-shirts,19,150,199,3781,931
28-07-2023,7,Running jacket,Activewear,11,420,499,5489,869
28-07-2023,8,Belt,Accessories,10,110,159,1590,490
28-07-2023,9,Watch,Accessories,13,380,419,5447,507
28-07-2023,10,Sneakers,Footwear,23,350,449,10327,2277
29-07-2023,1,Polo shirt,Shirts,10,300,399,3990,990
29-07-2023,2,Jeans,Pants,23,600,699,16077,2277
29-07-2023,3,Denim jacket,Outerwear,25,700,749,18725,1225
29-07-2023,4,Tuxedo, Suits,23,560,669,15387,2507
29-07-2023,5,V-neck -Sweaters,Sweaters,29,420,489,14181,2001
29-07-2023,6,Graphic T-shirt,T-shirts,12,150,199,2388,588
29-07-2023,7,Running jacket,Activewear,12,420,499,5988,948
29-07-2023,8,Belt,Accessories,18,110,159,2862,882
29-07-2023,9,Watch,Accessories,15,380,419,6285,585
29-07-2023,10,Sneakers,Footwear,22,350,449,9878,2178
30-07-2023,1,Polo shirt,Shirts,11,300,399,4389,1089
30-07-2023,2,Jeans,Pants,17,600,699,11883,1683
30-07-2023,3,Denim jacket,Outerwear,11,700,749,8239,539
30-07-2023,4,Tuxedo, Suits,13,560,669,8697,1417
30-07-2023,5,V-neck -Sweaters,Sweaters,24,420,489,11736,1656
30-07-2023,6,Graphic T-shirt,T-shirts,13,150,199,2587,637
30-07-2023,7,Running jacket,Activewear,22,420,499,10978,1738
30-07-2023,8,Belt,Accessories,21,110,159,3339,1029
30-07-2023,9,Watch,Accessories,22,380,419,9218,858
30-07-2023,10,Sneakers,Footwear,23,350,449,10327,2277
31-07-2023,1,Polo shirt,Shirts,29,300,399,11571,2871
31-07-2023,2,Jeans,Pants,27,600,699,18873,2673
31-07-2023,3,Denim jacket,Outerwear,15,700,749,11235,735
31-07-2023,4,Tuxedo, Suits,20,560,669,13380,2180
31-07-2023,5,V-neck -Sweaters,Sweaters,11,420,489,5379,759
31-07-2023,6,Graphic T-shirt,T-shirts,28,150,199,5572,1372
31-07-2023,7,Running jacket,Activewear,28,420,499,13972,2212
31-07-2023,8,Belt,Accessories,14,110,159,2226,686
31-07-2023,9,Watch,Accessories,28,380,419,11732,1092
31-07-2023,10,Sneakers,Footwear,11,350,449,4939,1089
01-08-2023,1,Polo shirt,Shirts,19,300,399,7581,1881
01-08-2023,2,Jeans,Pants,11,600,699,7689,1089
01-08-2023,3,Denim jacket,Outerwear,20,700,749,14980,980
01-08-2023,4,Tuxedo, Suits,27,560,669,18063,2943
01-08-2023,5,V-neck -Sweaters,Sweaters,24,420,489,11736,1656
01-08-2023,6,Graphic T-shirt,T-shirts,18,150,199,3582,882
01-08-2023,7,Running jacket,Activewear,28,420,499,13972,2212
01-08-2023,8,Belt,Accessories,18,110,159,2862,882
01-08-2023,9,Watch,Accessories,12,380,419,5028,468
01-08-2023,10,Sneakers,Footwear,18,350,449,8082,1782
02-08-2023,1,Polo shirt,Shirts,23,300,399,9177,2277
02-08-2023,2,Jeans,Pants,28,600,699,19572,2772
02-08-2023,3,Denim jacket,Outerwear,16,700,749,11984,784
02-08-2023,4,Tuxedo, Suits,25,560,669,16725,2725
02-08-2023,5,V-neck -Sweaters,Sweaters,25,420,489,12225,1725
02-08-2023,6,Graphic T-shirt,T-shirts,10,150,199,1990,490
02-08-2023,7,Running jacket,Activewear,13,420,499,6487,1027
02-08-2023,8,Belt,Accessories,13,110,159,2067,637
02-08-2023,9,Watch,Accessories,16,380,419,6704,624
02-08-2023,10,Sneakers,Footwear,17,350,449,7633,1683
03-08-2023,1,Polo shirt,Shirts,26,300,399,10374,2574
03-08-2023,2,Jeans,Pants,14,600,699,9786,1386
03-08-2023,3,Denim jacket,Outerwear,16,700,749,11984,784
03-08-2023,4,Tuxedo, Suits,29,560,669,19401,3161
03-08-2023,5,V-neck -Sweaters,Sweaters,29,420,489,14181,2001
03-08-2023,6,Graphic T-shirt,T-shirts,13,150,199,2587,637
03-08-2023,7,Running jacket,Activewear,15,420,499,7485,1185
03-08-2023,8,Belt,Accessories,16,110,159,2544,784
03-08-2023,9,Watch,Accessories,27,380,419,11313,1053
03-08-2023,10,Sneakers,Footwear,14,350,449,6286,1386
04-08-2023,1,Polo shirt,Shirts,29,300,399,11571,2871
04-08-2023,2,Jeans,Pants,12,600,699,8388,1188
04-08-2023,3,Denim jacket,Outerwear,16,700,749,11984,784
04-08-2023,4,Tuxedo, Suits,23,560,669,15387,2507
04-08-2023,5,V-neck -Sweaters,Sweaters,16,420,489,7824,1104
04-08-2023,6,Graphic T-shirt,T-shirts,14,150,199,2786,686
04-08-2023,7,Running jacket,Activewear,14,420,499,6986,1106
04-08-2023,8,Belt,Accessories,11,110,159,1749,539
04-08-2023,9,Watch,Accessories,15,380,419,6285,585
04-08-2023,10,Sneakers,Footwear,24,350,449,10776,2376
05-08-2023,1,Polo shirt,Shirts,19,300,399,7581,1881
05-08-2023,2,Jeans,Pants,16,600,699,11184,1584
05-08-2023,3,Denim jacket,Outerwear,14,700,749,10486,686
05-08-2023,4,Tuxedo, Suits,10,560,669,6690,1090
05-08-2023,5,V-neck -Sweaters,Sweaters,22,420,489,10758,1518
05-08-2023,6,Graphic T-shirt,T-shirts,27,150,199,5373,1323
05-08-2023,7,Running jacket,Activewear,22,420,499,10978,1738
05-08-2023,8,Belt,Accessories,27,110,159,4293,1323
05-08-2023,9,Watch,Accessories,14,380,419,5866,546
05-08-2023,10,Sneakers,Footwear,22,350,449,9878,2178
06-08-2023,1,Polo shirt,Shirts,13,300,399,5187,1287
06-08-2023,2,Jeans,Pants,26,600,699,18174,2574
06-08-2023,3,Denim jacket,Outerwear,12,700,749,8988,588
06-08-2023,4,Tuxedo, Suits,26,560,669,17394,2834
06-08-2023,5,V-neck -Sweaters,Sweaters,20,420,489,9780,1380
06-08-2023,6,Graphic T-shirt,T-shirts,29,150,199,5771,1421
06-08-2023,7,Running jacket,Activewear,13,420,499,6487,1027
06-08-2023,8,Belt,Accessories,11,110,159,1749,539
06-08-2023,9,Watch,Accessories,29,380,419,12151,1131
06-08-2023,10,Sneakers,Footwear,25,350,449,11225,2475
07-08-2023,1,Polo shirt,Shirts,27,300,399,10773,2673
07-08-2023,2,Jeans,Pants,17,600,699,11883,1683
07-08-2023,3,Denim jacket,Outerwear,12,700,749,8988,588
07-08-2023,4,Tuxedo, Suits,18,560,669,12042,1962
07-08-2023,5,V-neck -Sweaters,Sweaters,29,420,489,14181,2001
07-08-2023,6,Graphic T-shirt,T-shirts,15,150,199,2985,735
07-08-2023,7,Running jacket,Activewear,19,420,499,9481,1501
07-08-2023,8,Belt,Accessories,19,110,159,3021,931
07-08-2023,9,Watch,Accessories,22,380,419,9218,858
07-08-2023,10,Sneakers,Footwear,26,350,449,11674,2574
08-08-2023,1,Polo shirt,Shirts,18,300,399,7182,1782
08-08-2023,2,Jeans,Pants,26,600,699,18174,2574
08-08-2023,3,Denim jacket,Outerwear,18,700,749,13482,882
08-08-2023,4,Tuxedo, Suits,18,560,669,12042,1962
08-08-2023,5,V-neck -Sweaters,Sweaters,10,420,489,4890,690
08-08-2023,6,Graphic T-shirt,T-shirts,11,150,199,2189,539
08-08-2023,7,Running jacket,Activewear,25,420,499,12475,1975
08-08-2023,8,Belt,Accessories,10,110,159,1590,490
08-08-2023,9,Watch,Accessories,19,380,419,7961,741
08-08-2023,10,Sneakers,Footwear,27,350,449,12123,2673
09-08-2023,1,Polo shirt,Shirts,17,300,399,6783,1683
09-08-2023,2,Jeans,Pants,20,600,699,13980,1980
09-08-2023,3,Denim jacket,Outerwear,11,700,749,8239,539
09-08-2023,4,Tuxedo, Suits,17,560,669,11373,1853
09-08-2023,5,V-neck -Sweaters,Sweaters,17,420,489,8313,1173
09-08-2023,6,Graphic T-shirt,T-shirts,26,150,199,5174,1274
09-08-2023,7,Running jacket,Activewear,24,420,499,11976,1896
09-08-2023,8,Belt,Accessories,26,110,159,4134,1274
09-08-2023,9,Watch,Accessories,22,380,419,9218,858
09-08-2023,10,Sneakers,Footwear,28,350,449,12572,2772
10-08-2023,1,Polo shirt,Shirts,14,300,399,5586,1386
10-08-2023,2,Jeans,Pants,21,600,699,14679,2079
10-08-2023,3,Denim jacket,Outerwear,10,700,749,7490,490
10-08-2023,4,Tuxedo, Suits,14,560,669,9366,1526
10-08-2023,5,V-neck -Sweaters,Sweaters,17,420,489,8313,1173
10-08-2023,6,Graphic T-shirt,T-shirts,22,150,199,4378,1078
10-08-2023,7,Running jacket,Activewear,17,420,499,8483,1343
10-08-2023,8,Belt,Accessories,20,110,159,3180,980
10-08-2023,9,Watch,Accessories,10,380,419,4190,390
10-08-2023,10,Sneakers,Footwear,22,350,449,9878,2178
11-08-2023,1,Polo shirt,Shirts,28,300,399,11172,2772
11-08-2023,2,Jeans,Pants,12,600,699,8388,1188
11-08-2023,3,Denim jacket,Outerwear,26,700,749,19474,1274
11-08-2023,4,Tuxedo, Suits,14,560,669,9366,1526
11-08-2023,5,V-neck -Sweaters,Sweaters,29,420,489,14181,2001
11-08-2023,6,Graphic T-shirt,T-shirts,17,150,199,3383,833
11-08-2023,7,Running jacket,Activewear,23,420,499,11477,1817
11-08-2023,8,Belt,Accessories,13,110,159,2067,637
11-08-2023,9,Watch,Accessories,20,380,419,8380,780
11-08-2023,10,Sneakers,Footwear,29,350,449,13021,2871
12-08-2023,1,Polo shirt,Shirts,24,300,399,9576,2376
12-08-2023,2,Jeans,Pants,28,600,699,19572,2772
12-08-2023,3,Denim jacket,Outerwear,16,700,749,11984,784
12-08-2023,4,Tuxedo, Suits,28,560,669,18732,3052
12-08-2023,5,V-neck -Sweaters,Sweaters,28,420,489,13692,1932
12-08-2023,6,Graphic T-shirt,T-shirts,20,150,199,3980,980
12-08-2023,7,Running jacket,Activewear,14,420,499,6986,1106
12-08-2023,8,Belt,Accessories,14,110,159,2226,686
12-08-2023,9,Watch,Accessories,17,380,419,7123,663
12-08-2023,10,Sneakers,Footwear,19,350,449,8531,1881
13-08-2023,1,Polo shirt,Shirts,15,300,399,5985,1485
13-08-2023,2,Jeans,Pants,24,600,699,16776,2376
13-08-2023,3,Denim jacket,Outerwear,25,700,749,18725,1225
13-08-2023,4,Tuxedo, Suits,26,560,669,17394,2834
13-08-2023,5,V-neck -Sweaters,Sweaters,17,420,489,8313,1173
13-08-2023,6,Graphic T-shirt,T-shirts,17,150,199,3383,833
13-08-2023,7,Running jacket,Activewear,18,420,499,8982,1422
13-08-2023,8,Belt,Accessories,11,110,159,1749,539
13-08-2023,9,Watch,Accessories,24,380,419,10056,936
13-08-2023,10,Sneakers,Footwear,27,350,449,12123,2673
14-08-2023,1,Polo shirt,Shirts,12,300,399,4788,1188
14-08-2023,2,Jeans,Pants,26,600,699,18174,2574
14-08-2023,3,Denim jacket,Outerwear,13,700,749,9737,637
14-08-2023,4,Tuxedo, Suits,13,560,669,8697,1417
14-08-2023,5,V-neck -Sweaters,Sweaters,23,420,489,11247,1587
14-08-2023,6,Graphic T-shirt,T-shirts,18,150,199,3582,882
14-08-2023,7,Running jacket,Activewear,18,420,499,8982,1422
14-08-2023,8,Belt,Accessories,27,110,159,4293,1323
14-08-2023,9,Watch,Accessories,19,380,419,7961,741
14-08-2023,10,Sneakers,Footwear,13,350,449,5837,1287
15-08-2023,1,Polo shirt,Shirts,21,300,399,8379,2079
15-08-2023,2,Jeans,Pants,17,600,699,11883,1683
15-08-2023,3,Denim jacket,Outerwear,11,700,749,8239,539
15-08-2023,4,Tuxedo, Suits,22,560,669,14718,2398
15-08-2023,5,V-neck -Sweaters,Sweaters,25,420,489,12225,1725
15-08-2023,6,Graphic T-shirt,T-shirts,11,150,199,2189,539
15-08-2023,7,Running jacket,Activewear,20,420,499,9980,1580
15-08-2023,8,Belt,Accessories,19,110,159,3021,931
15-08-2023,9,Watch,Accessories,24,380,419,10056,936
15-08-2023,10,Sneakers,Footwear,26,350,449,11674,2574
16-08-2023,1,Polo shirt,Shirts,17,300,399,6783,1683
16-08-2023,2,Jeans,Pants,27,600,699,18873,2673
16-08-2023,3,Denim jacket,Outerwear,18,700,749,13482,882
16-08-2023,4,Tuxedo, Suits,17,560,669,11373,1853
16-08-2023,5,V-neck -Sweaters,Sweaters,23,420,489,11247,1587
16-08-2023,6,Graphic T-shirt,T-shirts,27,150,199,5373,1323
16-08-2023,7,Running jacket,Activewear,29,420,499,14471,2291
16-08-2023,8,Belt,Accessories,29,110,159,4611,1421
16-08-2023,9,Watch,Accessories,21,380,419,8799,819
16-08-2023,10,Sneakers,Footwear,28,350,449,12572,2772
17-08-2023,1,Polo shirt,Shirts,23,300,399,9177,2277
17-08-2023,2,Jeans,Pants,26,600,699,18174,2574
17-08-2023,3,Denim jacket,Outerwear,12,700,749,8988,588
17-08-2023,4,Tuxedo, Suits,16,560,669,10704,1744
17-08-2023,5,V-neck -Sweaters,Sweaters,26,420,489,12714,1794
17-08-2023,6,Graphic T-shirt,T-shirts,21,150,199,4179,1029
17-08-2023,7,Running jacket,Activewear,18,420,499,8982,1422
17-08-2023,8,Belt,Accessories,24,110,159,3816,1176
17-08-2023,9,Watch,Accessories,27,380,419,11313,1053
17-08-2023,10,Sneakers,Footwear,22,350,449,9878,2178
18-08-2023,1,Polo shirt,Shirts,17,300,399,6783,1683
18-08-2023,2,Jeans,Pants,23,600,699,16077,2277
18-08-2023,3,Denim jacket,Outerwear,17,700,749,12733,833
18-08-2023,4,Tuxedo, Suits,23,560,669,15387,2507
18-08-2023,5,V-neck -Sweaters,Sweaters,16,420,489,7824,1104
18-08-2023,6,Graphic T-shirt,T-shirts,21,150,199,4179,1029
18-08-2023,7,Running jacket,Activewear,20,420,499,9980,1580
18-08-2023,8,Belt,Accessories,20,110,159,3180,980
18-08-2023,9,Watch,Accessories,22,380,419,9218,858
18-08-2023,10,Sneakers,Footwear,27,350,449,12123,2673
19-08-2023,1,Polo shirt,Shirts,11,300,399,4389,1089
19-08-2023,2,Jeans,Pants,24,600,699,16776,2376
19-08-2023,3,Denim jacket,Outerwear,29,700,749,21721,1421
19-08-2023,4,Tuxedo, Suits,27,560,669,18063,2943
19-08-2023,5,V-neck -Sweaters,Sweaters,24,420,489,11736,1656
19-08-2023,6,Graphic T-shirt,T-shirts,28,150,199,5572,1372
19-08-2023,7,Running jacket,Activewear,21,420,499,10479,1659
19-08-2023,8,Belt,Accessories,22,110,159,3498,1078
19-08-2023,9,Watch,Accessories,20,380,419,8380,780
19-08-2023,10,Sneakers,Footwear,14,350,449,6286,1386
20-08-2023,1,Polo shirt,Shirts,10,300,399,3990,990
20-08-2023,2,Jeans,Pants,12,600,699,8388,1188
20-08-2023,3,Denim jacket,Outerwear,28,700,749,20972,1372
20-08-2023,4,Tuxedo, Suits,16,560,669,10704,1744
20-08-2023,5,V-neck -Sweaters,Sweaters,21,420,489,10269,1449
20-08-2023,6,Graphic T-shirt,T-shirts,24,150,199,4776,1176
20-08-2023,7,Running jacket,Activewear,14,420,499,6986,1106
20-08-2023,8,Belt,Accessories,24,110,159,3816,1176
20-08-2023,9,Watch,Accessories,17,380,419,7123,663
20-08-2023,10,Sneakers,Footwear,19,350,449,8531,1881
21-08-2023,1,Polo shirt,Shirts,25,300,399,9975,2475
21-08-2023,2,Jeans,Pants,17,600,699,11883,1683
21-08-2023,3,Denim jacket,Outerwear,10,700,749,7490,490
21-08-2023,4,Tuxedo, Suits,21,560,669,14049,2289
21-08-2023,5,V-neck -Sweaters,Sweaters,14,420,489,6846,966
21-08-2023,6,Graphic T-shirt,T-shirts,12,150,199,2388,588
21-08-2023,7,Running jacket,Activewear,10,420,499,4990,790
21-08-2023,8,Belt,Accessories,13,110,159,2067,637
21-08-2023,9,Watch,Accessories,17,380,419,7123,663
21-08-2023,10,Sneakers,Footwear,12,350,449,5388,1188
22-08-2023,1,Polo shirt,Shirts,19,300,399,7581,1881
22-08-2023,2,Jeans,Pants,11,600,699,7689,1089
22-08-2023,3,Denim jacket,Outerwear,20,700,749,14980,980
22-08-2023,4,Tuxedo, Suits,19,560,669,12711,2071
22-08-2023,5,V-neck -Sweaters,Sweaters,23,420,489,11247,1587
22-08-2023,6,Graphic T-shirt,T-shirts,16,150,199,3184,784
22-08-2023,7,Running jacket,Activewear,11,420,499,5489,869
22-08-2023,8,Belt,Accessories,18,110,159,2862,882
22-08-2023,9,Watch,Accessories,25,380,419,10475,975
22-08-2023,10,Sneakers,Footwear,22,350,449,9878,2178
23-08-2023,1,Polo shirt,Shirts,18,300,399,7182,1782
23-08-2023,2,Jeans,Pants,29,600,699,20271,2871
23-08-2023,3,Denim jacket,Outerwear,13,700,749,9737,637
23-08-2023,4,Tuxedo, Suits,19,560,669,12711,2071
23-08-2023,5,V-neck -Sweaters,Sweaters,21,420,489,10269,1449
23-08-2023,6,Graphic T-shirt,T-shirts,26,150,199,5174,1274
23-08-2023,7,Running jacket,Activewear,23,420,499,11477,1817
23-08-2023,8,Belt,Accessories,23,110,159,3657,1127
23-08-2023,9,Watch,Accessories,11,380,419,4609,429
23-08-2023,10,Sneakers,Footwear,29,350,449,13021,2871
24-08-2023,1,Polo shirt,Shirts,20,300,399,7980,1980
24-08-2023,2,Jeans,Pants,25,600,699,17475,2475
24-08-2023,3,Denim jacket,Outerwear,28,700,749,20972,1372
24-08-2023,4,Tuxedo, Suits,15,560,669,10035,1635
24-08-2023,5,V-neck -Sweaters,Sweaters,28,420,489,13692,1932
24-08-2023,6,Graphic T-shirt,T-shirts,14,150,199,2786,686
24-08-2023,7,Running jacket,Activewear,13,420,499,6487,1027
24-08-2023,8,Belt,Accessories,24,110,159,3816,1176
24-08-2023,9,Watch,Accessories,13,380,419,5447,507
24-08-2023,10,Sneakers,Footwear,29,350,449,13021,2871
25-08-2023,1,Polo shirt,Shirts,19,300,399,7581,1881
25-08-2023,2,Jeans,Pants,12,600,699,8388,1188
25-08-2023,3,Denim jacket,Outerwear,14,700,749,10486,686
25-08-2023,4,Tuxedo, Suits,15,560,669,10035,1635
25-08-2023,5,V-neck -Sweaters,Sweaters,17,420,489,8313,1173
25-08-2023,6,Graphic T-shirt,T-shirts,16,150,199,3184,784
25-08-2023,7,Running jacket,Activewear,19,420,499,9481,1501
25-08-2023,8,Belt,Accessories,15,110,159,2385,735
25-08-2023,9,Watch,Accessories,23,380,419,9637,897
25-08-2023,10,Sneakers,Footwear,13,350,449,5837,1287
26-08-2023,1,Polo shirt,Shirts,22,300,399,8778,2178
26-08-2023,2,Jeans,Pants,29,600,699,20271,2871
26-08-2023,3,Denim jacket,Outerwear,26,700,749,19474,1274
26-08-2023,4,Tuxedo, Suits,16,560,669,10704,1744
26-08-2023,5,V-neck -Sweaters,Sweaters,13,420,489,6357,897
26-08-2023,6,Graphic T-shirt,T-shirts,23,150,199,4577,1127
26-08-2023,7,Running jacket,Activewear,12,420,499,5988,948
26-08-2023,8,Belt,Accessories,14,110,159,2226,686
26-08-2023,9,Watch,Accessories,25,380,419,10475,975
26-08-2023,10,Sneakers,Footwear,29,350,449,13021,2871
27-08-2023,1,Polo shirt,Shirts,13,300,399,5187,1287
27-08-2023,2,Jeans,Pants,11,600,699,7689,1089
27-08-2023,3,Denim jacket,Outerwear,27,700,749,20223,1323
27-08-2023,4,Tuxedo, Suits,28,560,669,18732,3052
27-08-2023,5,V-neck -Sweaters,Sweaters,28,420,489,13692,1932
27-08-2023,6,Graphic T-shirt,T-shirts,26,150,199,5174,1274
27-08-2023,7,Running jacket,Activewear,23,420,499,11477,1817
27-08-2023,8,Belt,Accessories,28,110,159,4452,1372
27-08-2023,9,Watch,Accessories,22,380,419,9218,858
27-08-2023,10,Sneakers,Footwear,21,350,449,9429,2079
28-08-2023,1,Polo shirt,Shirts,15,300,399,5985,1485
28-08-2023,2,Jeans,Pants,13,600,699,9087,1287
28-08-2023,3,Denim jacket,Outerwear,28,700,749,20972,1372
28-08-2023,4,Tuxedo, Suits,25,560,669,16725,2725
28-08-2023,5,V-neck -Sweaters,Sweaters,22,420,489,10758,1518
28-08-2023,6,Graphic T-shirt,T-shirts,13,150,199,2587,637
28-08-2023,7,Running jacket,Activewear,26,420,499,12974,2054
28-08-2023,8,Belt,Accessories,10,110,159,1590,490
28-08-2023,9,Watch,Accessories,27,380,419,11313,1053
28-08-2023,10,Sneakers,Footwear,29,350,449,13021,2871
29-08-2023,1,Polo shirt,Shirts,26,300,399,10374,2574
29-08-2023,2,Jeans,Pants,24,600,699,16776,2376
29-08-2023,3,Denim jacket,Outerwear,20,700,749,14980,980
29-08-2023,4,Tuxedo, Suits,22,560,669,14718,2398
29-08-2023,5,V-neck -Sweaters,Sweaters,10,420,489,4890,690
29-08-2023,6,Graphic T-shirt,T-shirts,26,150,199,5174,1274
29-08-2023,7,Running jacket,Activewear,15,420,499,7485,1185
29-08-2023,8,Belt,Accessories,13,110,159,2067,637
29-08-2023,9,Watch,Accessories,29,380,419,12151,1131
29-08-2023,10,Sneakers,Footwear,25,350,449,11225,2475
30-08-2023,1,Polo shirt,Shirts,24,300,399,9576,2376
